subject_id,frame_id,rep_id,label,source_id,dataset,side_camera,video_path,knee_flexion,hip_flexion,trunk_lean,ankle_dorsiflexion,femur_tibia_ratio,tibia_torso_ratio,min_visibility,side_width_ratio,side
rehab_001,100,1,1,PM_008,rehab24_mediapipe,Camera18-30fps-transposed,/Users/jinalee/Desktop/pattern recogition/data/rehab24/videos/Ex6/PM_008-Camera18-30fps-transposed.mp4,165.74792842012607,178.5933303343924,3.568454786967127,140.3298286449506,1.0142122137155323,0.9761061736833713,0.3299718499183655,0.12336344795681514,left
rehab_001,101,1,1,PM_008,rehab24_mediapipe,Camera18-30fps-transposed,/Users/jinalee/Desktop/pattern recogition/data/rehab24/videos/Ex6/PM_008-Camera18-30fps-transposed.mp4,164.86698779143578,177.76349083818124,4.256368352015691,143.31221827171225,1.0142122137155323,0.9761061736833713,0.33844518661499023,0.11530174276977996,left
rehab_001,102,1,1,PM_008,rehab24_mediapipe,Camera18-30fps-transposed,/Users/jinalee/Desktop/pattern recogition/data/rehab24/videos/Ex6/PM_008-Camera18-30fps-transposed.mp4,164.82823619312057,177.01810307889494,4.711811619058718,145.02649954442137,1.0142122137155323,0.9761061736833713,0.35562241077423096,0.12227088753761828,left
rehab_001,103,1,1,PM_008,rehab24_mediapipe,Camera18-30fps-transposed,/Users/jinalee/Desktop/pattern recogition/data/rehab24/videos/Ex6/PM_008-Camera18-30fps-transposed.mp4,163.83724672854876,176.93432883225995,5.103987758300387,147.04004369567377,1.0142122137155323,0.9761061736833713,0.36454030871391296,0.12276981829221857,left
rehab_001,104,1,1,PM_008,rehab24_mediapipe,Camera18-30fps-transposed,/Users/jinalee/Desktop/pattern recogition/data/rehab24/videos/Ex6/PM_008-Camera18-30fps-transposed.mp4,163.25973677575905,176.95766140872198,5.154182984380849,148.4379932644796,1.0142122137155323,0.9761061736833713,0.36952170729637146,0.12393969567071522,left
rehab_001,105,1,1,PM_008,rehab24_mediapipe,Camera18-30fps-transposed,/Users/jinalee/Desktop/pattern recogition/data/rehab24/videos/Ex6/PM_008-Camera18-30fps-transposed.mp4,162.46652482766447,177.5222711098354,5.230050456013644,149.14066103473579,1.0142122137155323,0.9761061736833713,0.3721645772457123,0.12281612677524842,left
rehab_001,106,1,1,PM_008,rehab24_mediapipe,Camera18-30fps-transposed,/Users/jinalee/Desktop/pattern recogition/data/rehab24/videos/Ex6/PM_008-Camera18-30fps-transposed.mp4,160.63215235738312,178.25112393878547,5.319385855413585,149.51476247742116,1.0142122137155323,0.9761061736833713,0.3779596984386444,0.12409700471349239,left
rehab_001,107,1,1,PM_008,rehab24_mediapipe,Camera18-30fps-transposed,/Users/jinalee/Desktop/pattern recogition/data/rehab24/videos/Ex6/PM_008-Camera18-30fps-transposed.mp4,159.02965250487068,179.23715487659203,5.241896054421834,150.15158659410088,1.0142122137155323,0.9761061736833713,0.38513460755348206,0.12633777552334707,left
rehab_001,108,1,1,PM_008,rehab24_mediapipe,Camera18-30fps-transposed,/Users/jinalee/Desktop/pattern recogition/data/rehab24/videos/Ex6/PM_008-Camera18-30fps-transposed.mp4,155.96100812159585,178.67810169384114,5.5059707424077615,151.4157775875341,1.0142122137155323,0.9761061736833713,0.3946321904659271,0.11842881302455531,left
rehab_001,109,1,1,PM_008,rehab24_mediapipe,Camera18-30fps-transposed,/Users/jinalee/Desktop/pattern recogition/data/rehab24/videos/Ex6/PM_008-Camera18-30fps-transposed.mp4,153.4777278707691,176.93969749849876,5.503577336795864,152.2749277575441,1.0142122137155323,0.9761061736833713,0.39501699805259705,0.11927383615078194,left
rehab_001,110,1,1,PM_008,rehab24_mediapipe,Camera18-30fps-transposed,/Users/jinalee/Desktop/pattern recogition/data/rehab24/videos/Ex6/PM_008-Camera18-30fps-transposed.mp4,151.4794191098366,175.47731667440056,5.447476512319256,152.96523780193206,1.0142122137155323,0.9761061736833713,0.4019041955471039,0.1299007376616562,left
rehab_001,111,1,1,PM_008,rehab24_mediapipe,Camera18-30fps-transposed,/Users/jinalee/Desktop/pattern recogition/data/rehab24/videos/Ex6/PM_008-Camera18-30fps-transposed.mp4,147.2741534269334,172.70555720886125,5.2927122805086695,154.6546064270397,1.0142122137155323,0.9761061736833713,0.4039265513420105,0.1344514741317187,left
rehab_001,112,1,1,PM_008,rehab24_mediapipe,Camera18-30fps-transposed,/Users/jinalee/Desktop/pattern recogition/data/rehab24/videos/Ex6/PM_008-Camera18-30fps-transposed.mp4,144.71592070940446,171.0341940743249,5.179291458821663,155.226157564895,1.0142122137155323,0.9761061736833713,0.40593019127845764,0.13500764904212617,left
rehab_001,113,1,1,PM_008,rehab24_mediapipe,Camera18-30fps-transposed,/Users/jinalee/Desktop/pattern recogition/data/rehab24/videos/Ex6/PM_008-Camera18-30fps-transposed.mp4,138.86173337920675,163.57575648595565,3.2947529232538577,156.2428833676283,1.0142122137155323,0.9761061736833713,0.40489494800567627,0.15351347772124588,left
